stop_name,bus_boardings,integration_index,neighborhood
WOODSTOCK AVE AT SWISSVALE STATION STEPS,190.0,0.0,Unknown
16TH ST AT PENN AVE,50.0,2.2895187922340545,Strip District
WOODSTOCK AVE OPP SWISSVALE STATION STEPS,480.0,0.0,Unknown
NEGLEY AVE AT BAUM BLVD,50.0,4.189813104219193,East Liberty
LINDEN AVE AT BEECH ST NS,140.0,0.0,Unknown
CENTRE AVE AT DITHRIDGE ST,190.0,40.958984229167115,North Oakland
OAKWOOD ST AT NIMICK PL,140.0,0.0,East Hills
ALLEGHENY AVE AT PENNSYLVANIA AVE,50.0,0.0,Unknown
FRANKSTOWN AVE AT HOMEWOOD AVE,900.0,33.80002388456256,Homewood North
JOHNSTON AVE OPP GERTRUDE ST,100.0,1.4970644021253663,Hazelwood
BENTLEY DR AT BURROWS ST,140.0,0.0,West Oakland
LARIMER AVE AT DEARY ST,100.0,0.0,Lincoln-Lemington-Belmar
FRANKSTOWN RD AT EAST HILLS DR NS,50.0,0.0,East Hills
BALDRIDGE AVE AT MIDDLE ST,140.0,0.0,Unknown
MILLVALE AVE AT MITRE WAY,140.0,11.106484981068506,Bloomfield
PENN AVE AT CARNEGIE PL FS,50.0,0.0,Point Breeze
LIBERTY AVE AT 29TH ST FS,430.0,0.0,Polish Hill
ROSS AVE AT WOOD ST FS (SAVE A LOT),810.0,0.0,Unknown
EAST LIBERTY BLVD OPP DAHLEM PL,190.0,4.934128989688471,East Liberty
BRADDOCK AVE AT HAWKINS VILLAGE NS,100.0,0.0,Unknown
VA HOSPITAL TRANSIT LOOP AT SHELTER,2330.0,59.69825807664102,Terrace Village
ELLSWORTH AVE AT EAST LIBERTY STATION,810.0,67.7277337610198,Shadyside
ELLSWORTH AVE OPP SPAHR ST,100.0,2.1315570369795824,Shadyside
ELLSWORTH AVE OPP EAST LIBERTY STATION,330.0,30.852865088506015,Shadyside
FIFTH AVE RAMP AT FIFTH AVE NS,100.0,4.008727140925102,Larimer
39TH ST AT BUTLER ST,50.0,1.211200903421598,Lower Lawrenceville
40TH ST AT PENN AVE NS,100.0,0.0,Lower Lawrenceville
ROBINSON BLVD AT FRANKSTOWN RD FS,100.0,0.0,Unknown
DARRAGH ST AT FIFTH AVE,670.0,38.558627074702514,West Oakland
LAKETON RD AT GRAHAM BLVD NS,50.0,0.0,Unknown
CENTRE AVE AT WHOLE FOODS,570.0,12.442338501863388,Shadyside
PENN AVE AT BAKERY SQUARE,190.0,64.14367686384658,Larimer
JANCEY ST OPP GAEL WAY,50.0,0.0,Morningside
HAMILTON AVE OPP ROSEDALE ST,100.0,0.0,Homewood South
HAMILTON AVE AT OAKWOOD ST,50.0,0.0,Homewood South
BRYN MAWR RD AT CENTRE AVE FS,100.0,0.0,Upper Hill
BRYN MAWR RD AT IOWA ST,140.0,3.2630372227299587,Upper Hill
BRYN MAWR RD AT CENTRE AVE,240.0,0.0,Upper Hill
TERRACE ST AT OAK HILL DR,380.0,0.0,Terrace Village
BRUSHTON AVE AT UPLAND ST,100.0,0.0,Homewood North
HIGHLAND AVE AT BAUM BLVD,520.0,36.00866932894959,East Liberty
FRANKSTOWN AVE AT BLACKADORE AVE,50.0,0.0,Homewood North
BEATTY ST AT BAUM BLVD,290.0,8.484200632068944,East Liberty
BEDFORD AVE AT ROBERTS ST,50.0,0.0,Crawford-Roberts
DEVILLIERS ST AT CENTRE AVE,140.0,6.594265882128002,Crawford-Roberts
FIFTH AVE OPP AIKEN AVE,100.0,0.0,Squirrel Hill North
MOSSFIELD ST AT FERN ST,570.0,0.0,Garfield
MOSSFIELD ST OPP FERN ST,760.0,0.0,Stanton Heights
MOSSFIELD ST AT AZURE ST,50.0,0.0,Stanton Heights
SWISSVALE AVE AT JANE ST LOOP FS,50.0,0.0,Unknown
CRAIG ST OPP BAUM BLVD FS (MOOREHEAD TOWER),100.0,3.715268176191351,North Oakland
SOUTH AVE AT PENNWOOD AVE,190.0,0.0,Unknown
WARREN DR AT LINCOLN HWY FS,50.0,0.0,Unknown
FRANKSTOWN AVE AT GERRITT ST,570.0,0.0,Homewood West
HIGHLAND AVE AT BROAD ST,100.0,4.415385305299641,East Liberty
PENN AVE AT EASTSIDE III DR,2050.0,152.90516165835626,Shadyside
EAST LIBERTY BLVD AT LARIMER AVE,50.0,0.0,Larimer
EAST LIBERTY BLVD AT NEGLEY RUN BLVD,380.0,0.0,Larimer
CENTRE AVE AT HILL HOUSE,1620.0,231.99329636571528,Crawford-Roberts
UNIVERSAL RD OPP ANTHON DR,50.0,0.0,Unknown
MONROEVILLE MALL AT WEST COURT ENTRANCE,710.0,0.0,Unknown
LAWRENCEVILLE SHOPPING CENTER,760.0,0.0,Upper Lawrenceville
MILWAUKEE ST AT ORION ST,100.0,0.0,Upper Hill
BRADDOCK AVE AT 6TH ST,520.0,0.0,Unknown
BRADDOCK AVE AT 6TH ST,520.0,0.0,Unknown
UPMC EAST DRIVE AT HOSPITAL,140.0,0.0,Unknown
VANN RD AT MINGO ST,50.0,0.0,Lincoln-Lemington-Belmar
MINGO ST AT OAKDENE ST,50.0,0.0,Lincoln-Lemington-Belmar
SILVERTON ST AT EVERTON ST,50.0,0.0,Lincoln-Lemington-Belmar
BUTLER ST OPP LIVONIA ST,50.0,0.0,Morningside
LARMIER AVE AT WINSLOW ST,140.0,0.0,Larimer
4TH AVE AT HAWKINS AVE,100.0,0.0,Unknown
BEDFORD AVE AT HERRON AVE FS,100.0,0.0,Bedford Dwellings
BEDFORD AVE OPP WANDLESS ST,480.0,0.0,Bedford Dwellings
BEDFORD AVE AT CHAUNCEY DR,140.0,0.0,Bedford Dwellings
BEDFORD AVE AT SOMERS DR,50.0,1.595412809539523,Bedford Dwellings
BEDFORD AVE AT MEMORY LN,140.0,95.02982975233411,Bedford Dwellings
BEDFORD AVE OPP ERIN ST,100.0,2.3995957297730195,Bedford Dwellings
BEDFORD AVE OPP DEVILLIERS ST,50.0,0.0,Bedford Dwellings
DEVILLIERS ST AT WEBSTER AVE,50.0,1.1747941580158001,Crawford-Roberts
DEVILLIERS ST AT BEDFORD AVE,100.0,1.9344088945561846,Middle Hill
BEDFORD AVE AT ERIN ST,380.0,8.717547469705673,Middle Hill
BEDFORD AVE AT KIRKPATRICK ST,380.0,89.75531917259944,Middle Hill
BEDFORD AVE AT SOMERS ST,520.0,11.241662738117356,Middle Hill
BEDFORD AVE AT DUFF ST,100.0,0.0,Middle Hill
BEDFORD AVE AT WATT LN,190.0,0.0,Bedford Dwellings
BEDFORD AVE AT WANDLESS ST,240.0,0.0,Middle Hill
BENTLEY DR AT OAK HILL DR,240.0,0.0,Terrace Village
BRADDOCK AVE OPP LIBRARY ST,430.0,0.0,Unknown
CRAIG ST AT CENTRE AVE FS,1100.0,94.59631012153493,North Oakland
STANTON AVE AT HIGHLAND AVE,330.0,0.0,East Liberty
STANTON AVE AT EUCLID AVE,50.0,0.0,Highland Park
EAST LIBERTY BLVD AT HIGHLAND AVE,140.0,0.0,East Liberty
HIGHLAND AVE AT ELLSWORTH AVE STEPS,140.0,4.160548970535,Shadyside
HIGHLAND AVE AT ELLSWORTH AVE STEPS,50.0,1.58389676123752,Shadyside
BROADVIEW DR AT JOHNSTON AVE,380.0,0.0,Glen Hazel
CRAFT AVE AT HAMLET PL FS,50.0,1.385999946844414,South Oakland
HAZELWOOD AVE AT WINTERBURN AVE,100.0,0.0,Hazelwood
HAZELWOOD AVE AT GLADSTONE ST,50.0,0.0,Hazelwood
HAZELWOOD AVE AT SYLVAN AVE,140.0,1.9311488983015799,Hazelwood
HAZELWOOD AVE AT SECOND AVE,100.0,2.2413053915606413,Hazelwood
BRERETON ST AT 30TH ST,50.0,0.0,Polish Hill
HALKET ST AT LOUISA ST,50.0,2.3228635192552067,Central Oakland
FORWARD AVE AT BEECHWOOD BLVD,50.0,0.0,Squirrel Hill South
REED ST AT ELMORE ST,100.0,2.9107584745867516,Terrace Village
REED ST AT ADDISON ST,140.0,4.66806686648974,Terrace Village
REED ST AT ELMORE ST,190.0,4.876365324343723,Terrace Village
ELMORE ST AT ROSE ST,50.0,1.7449954394718152,Terrace Village
ELMORE ST AT ROSE ST FS,100.0,3.335660022725478,Terrace Village
REED ST AT ADDISON ST,190.0,6.156740398403589,Terrace Village
REED ST OPP ELMORE ST,50.0,1.5915463919628408,Terrace Village
GREENSBURG PIKE OPP VERSAILLES CASTLE APTS,50.0,0.0,Unknown
HAZELWOOD AVE AT GREENFIELD AVE,50.0,0.0,Hazelwood
VERONA ST OPP MAPLEVIEW DR,100.0,0.0,Unknown
BRADDOCK AVE AT LIBRARY ST,50.0,0.0,Unknown
VERONA ST AT MAPLEVIEW DR,50.0,0.0,Unknown
LOWES DR AT FOX PLAN RD FS,50.0,0.0,Unknown
LOWES DR AT FOX PLAN RD,50.0,0.0,Unknown
BRADDOCK AVE AT 2ND ST,50.0,0.0,Unknown
CENTRE AVE AT ROBERTS ST,100.0,3.452953332996983,Crawford-Roberts
CENTRE AVE AT ARTHUR ST,290.0,8.198355540277383,Crawford-Roberts
LINCOLN AVE AT LYRIC ST,100.0,0.0,Lincoln-Lemington-Belmar
6TH ST AT MARGARETTA ST,50.0,0.0,Unknown
6TH ST AT BRADDOCK AVE,570.0,0.0,Unknown
6TH ST AT BALDRIDGE ST,240.0,0.0,Unknown
FIFTH AVE AT ROBINSON ST FS,100.0,0.0,West Oakland
FRANKSTOWN RD AT HOCHBERG RD,50.0,0.0,Unknown
FRANKSTOWN OPP HOCHBERG RD FS,50.0,0.0,Unknown
HAYMAKER VILLAGE (SHOP N SAVE),430.0,0.0,Unknown
HERMAN AVE AT COMMERCE ST,140.0,0.0,Unknown
BLAIR ST AT SECOND AVE FS,50.0,1.4348436211223865,Hazelwood
BEDFORD AVE AT LOGAN ST,140.0,0.0,Crawford-Roberts
WYLIE AVE AT FULLERTON ST,190.0,0.0,Crawford-Roberts
WYLIE AVE AT CRAWFORD ST,760.0,0.0,Crawford-Roberts
CENTRE AVE AT CRAWFORD ST FS,190.0,2.7192290970314557,Crawford-Roberts
LINCOLN AVE AT FRANKSTOWN AVE FS,100.0,0.0,Larimer
UPLAND ST AT #7506,50.0,0.0,Homewood North
4TH AVE AT 7TH ST,430.0,0.0,Unknown
E 4TH AVE AT BOYD ST,100.0,0.0,Unknown
4TH AVE AT CENTRAL CITY PLAZA,1570.0,0.0,Unknown
E 4TH AVE AT HICKORY AL,190.0,0.0,Unknown
E 4TH AVE AT WOOD ST,240.0,0.0,Unknown
W 7TH AVE AT CENTER ST,100.0,0.0,Unknown
W 7TH AVE AT WESTERN ST,100.0,0.0,Unknown
ALLEGHENY AVE AT REEDSDALE ST FS,1710.0,239.21812491202147,Chateau
CHILDREN'S WAY,570.0,13.117879091106715,Allegheny Center
ALPHA DR AT FREEPORT RD (HARMAR),50.0,0.0,Unknown
AMITY DR AT BLAZE DR,50.0,0.0,Unknown
AMBRIDGE PARK AND RIDE,190.0,0.0,Unknown
ANDERSON ST AT LACOCK ST,50.0,0.0,North Shore
ANDERSON ST AT ISABELLA ST,140.0,0.0,North Shore
ARCH ST AT NORTH AVE FS,330.0,16.067034058613725,Allegheny Center
AVALON LOOP AT CALIFORNIA AVE FS,140.0,0.0,Unknown
BABCOCK BLVD AT LAROCHE COLLEGE DRVWY,50.0,0.0,Unknown
BABCOCK BLVD OPP PERRYMONT RD,50.0,0.0,Unknown
BANK ST AT WALNUT ST,100.0,0.0,Unknown
BEAVER AVE AT PENNSYLVANIA AVE,950.0,0.0,Chateau
BEAVER RD AT BLACKBURN RD FS,330.0,0.0,Unknown
BEAVER ST AT BOUNDARY ST,100.0,0.0,Unknown
BEAVER ST AT BROAD ST,290.0,0.0,Unknown
BEAVER RD AT MEADOW LN,50.0,0.0,Unknown
BEAVER ST AT VILLAGE DR,140.0,0.0,Unknown
BEAVER ST AT RIVER RD,50.0,0.0,Unknown
BEAVER ST AT SPENCER ST,1050.0,0.0,Unknown
BEAVER ST AT ST ANDREWS CHURCH,100.0,0.0,Unknown
BEAVER ST AT WALNUT ST,50.0,0.0,Unknown
BEAVER RD OPP MEADOW LN FS,50.0,0.0,Unknown
BEAVER ST OPP VILLAGE DR,100.0,0.0,Unknown
BEAVER ST OPP RAPP ST,50.0,0.0,Unknown
BEAVER ST OPP SPENCER ST,810.0,0.0,Unknown
McCANDLESS PARK AND RIDE,480.0,0.0,Unknown
BLAZIER DR AT TARGET ENTRANCE DRIVE,100.0,0.0,Unknown
BRIGHTON RD AT BENTON AVE,240.0,0.0,Brighton Heights
BRIGHTON RD AT BENTON AVE,240.0,0.0,Brighton Heights
BRIGHTON RD AT CALIFORNIA AVE FS,290.0,5.78226267814631,California-Kirkbride
BRIGHTON RD AT N CHARLES ST,100.0,1.8677986733442722,Perry South
BRIGHTON RD AT COLUMBIA PL,330.0,10.436048856386439,Central Northside
BRIGHTON RD AT DAVIS AVE,710.0,0.0,Brighton Heights
BRIGHTON RD AT DAVIS AVE,380.0,0.0,Brighton Heights
BRIGHTON RD AT HIGHWOOD ST,190.0,0.0,Marshall-Shadeland
BRIGHTON RD AT JACKSONIA ST,620.0,60.91913643996825,California-Kirkbride
BRIGHTON RD AT JACKSONIA ST FS,670.0,69.93820169536211,Central Northside
BRIGHTON RD AT KLEBER ST,50.0,0.0,Brighton Heights
BRIGHTON RD AT KLEBER ST,190.0,0.0,Brighton Heights
BRIGHTON RD AT MARSHALL AVE NS,50.0,0.0,Marshall-Shadeland
BRIGHTON RD AT MCDOWELL ST,100.0,0.0,Marshall-Shadeland
BRIGHTON RD AT ISLAND AVE (OLIVER HIGH SCHOOL,50.0,0.0,Marshall-Shadeland
BRIGHTON RD AT PENNSYLVANIA AVE,1240.0,357.35241404053187,California-Kirkbride
BRIGHTON RD AT TAYLOR AVE,1050.0,121.65852068642639,Central Northside
BRIGHTON RD AT WADLOW ST,290.0,0.0,Marshall-Shadeland
BRIGHTON RD AT TERMON AVE,50.0,0.0,Brighton Heights
BRIGHTON RD AT SCHIMMER ST,50.0,0.0,Marshall-Shadeland
BRIGHTON RD AT WESTBORN ST,140.0,0.0,Marshall-Shadeland
BRIGHTON RD AT WOODLAND AVE,100.0,0.0,Marshall-Shadeland
BRIGHTON RD AT WOODS RUN AVE,50.0,0.0,Brighton Heights
BRIGHTON RD AT WOODS RUN AVE,290.0,0.0,Marshall-Shadeland
BRIGHTON RD OPP BRIGHTRIDGE ST,50.0,0.0,California-Kirkbride
BRIGHTON RD OPP HIGHWOOD ST,430.0,0.0,Perry South
BRIGHTON RD OPP ISLAND AVE (OLIVER HIGH SCHOOL,50.0,0.0,Perry South
BRIGHTON RD AT FARRIS ST STEPS,50.0,0.0,Perry South
BRIGHTON RD OPP WOODLAND AVE,100.0,0.0,Perry South
BROWNS LN AT MCKNIGHT RD,140.0,0.0,Unknown
BROWNS LN AT MCKNIGHT RD FS,100.0,0.0,Unknown
BUTLER ST AT BRIDGE ST,50.0,0.0,Unknown
BUTLER ST OPP FREEPORT ST,330.0,0.0,Unknown
BUTLER ST AT HIGH ST,50.0,0.0,Unknown
BUTLER ST AT ISABELLA ST,100.0,0.0,Unknown
BUTLER ST AT #188,50.0,0.0,Unknown
BUTLER ST AT FREEPORT ST,430.0,0.0,Unknown
BUTLER ST AT WASHINGTON ST,100.0,0.0,Unknown
BUTLER ST OPP CENTER ST,190.0,0.0,Unknown
CALIFORNIA AVE AT ANTRIM ST,140.0,0.0,Brighton Heights
CALIFORNIA AVE AT ST MARKS PLACE,100.0,0.0,California-Kirkbride
CALIFORNIA AVE AT BENTON AVE FS,330.0,0.0,Brighton Heights
CALIFORNIA AVE AT BIRMINGHAM AVE,100.0,0.0,Unknown
CALIFORNIA AVE AT CHESTNUT ST,50.0,0.0,Unknown
CALIFORNIA AVE AT DAVIS AVE,570.0,0.0,Brighton Heights
CALIFORNIA AVE OPP ELIZABETH AVE,190.0,0.0,Unknown
CALIFORNIA AVE AT ELIZABETH AVE,140.0,0.0,Unknown
CALIFORNIA AVE AT FALCK AVE,100.0,0.0,Brighton Heights
CALIFORNIA AVE AT FORSYTHE ST,430.0,0.0,Marshall-Shadeland
CALIFORNIA AVE AT FORSYTHE ST,140.0,0.0,Marshall-Shadeland
CALIFORNIA AVE AT COLUMBUS AVE BRIDGE,240.0,0.0,Manchester
CALIFORNIA AVE AT HOME AVE,50.0,0.0,Unknown
CALIFORNIA AVE AT MARMADUKE ST,480.0,0.0,Brighton Heights
CALIFORNIA AVE AT MARQUIS WAY,100.0,0.0,California-Kirkbride
CALIFORNIA AVE AT MARSHALL AVE,140.0,0.0,Marshall-Shadeland
CALIFORNIA AVE AT MARSHALL AVE,330.0,0.0,California-Kirkbride
CALIFORNIA AVE OPP ST MARKS PLACE,50.0,0.0,California-Kirkbride
CALIFORNIA AVE AT PERROTT ST,100.0,0.0,Brighton Heights
CALIFORNIA AVE AT RANKIN AVE,100.0,0.0,Brighton Heights
CALIFORNIA AVE AT STRANMORE ST,50.0,0.0,California-Kirkbride
CALIFORNIA AVE AT SUPERIOR AVE,240.0,0.0,Marshall-Shadeland
CALIFORNIA AVE AT TERMON AVE FS,240.0,0.0,Brighton Heights
CALIFORNIA AVE AT TERMON AVE,430.0,0.0,Brighton Heights
CALIFORNIA AVE OPP ANTRIM ST,100.0,0.0,Brighton Heights
CALIFORNIA AVE OPP BAINTON ST,140.0,0.0,Brighton Heights
CALIFORNIA AVE OPP BOSTON ST,190.0,0.0,Marshall-Shadeland
CALIFORNIA AVE OPP FALCK AVE,140.0,0.0,Brighton Heights
CALIFORNIA AVE OPP COLUMBUS AVE BRIDGE,140.0,0.0,California-Kirkbride
CALIFORNIA AVE OPP MARQUIS WAY,50.0,0.0,California-Kirkbride
CALIFORNIA AVE OPP #3228,50.0,0.0,Brighton Heights
CALIFORNIA AVE OPP WINHURST ST,50.0,0.0,Brighton Heights
CATOMA ST AT LANARK ST,50.0,0.0,Fineview
CEDAR AVE AT EAST OHIO ST,480.0,0.0,Allegheny Center
CEDAR AVE AT NORTH AVE (AGH),240.0,0.0,East Allegheny
CEDAR AVE AT PRESSLEY ST,3710.0,0.0,East Allegheny
CEDAR AVE AT SUISMON ST,140.0,0.0,East Allegheny
CEDAR AVE OPP FORELAND ST,140.0,0.0,Allegheny Center
CEDAR AVE OPP PRESSLEY ST,4900.0,0.0,Allegheny Center
CEDAR AVE OPP SUISMON ST,290.0,0.0,Allegheny Center
CEDAR AVE OPP TRIPOLI ST,140.0,2.3730353600673992,Allegheny Center
CENTER AVE OPP BRIGHTWOOD AVE,50.0,0.0,Unknown
CENTER AVE AT BRONX AVE,50.0,0.0,Unknown
CENTER AVE AT BRONX AVE,50.0,0.0,Unknown
CENTER AVE OPP CHALFONTE AVE,50.0,0.0,Unknown
CORNELL AVE AT WILLIAM ST,50.0,0.0,Unknown
CENTER AVE AT FRANKFORT AVE,100.0,0.0,Unknown
CENTER AVE AT PARK AVE,50.0,0.0,Unknown
CENTER AVE AT PARK AVE,50.0,0.0,Unknown
CENTER AVE AT PERRY HWY,190.0,0.0,Unknown
CENTER AVE AT PERRYSVILLE RD,50.0,0.0,Unknown
CENTER AVE AT PRINCETON AVE,50.0,0.0,Unknown
CENTER AVE AT RIDGEWOOD AVE STEPS,100.0,0.0,Unknown
CENTER AVE AT PERRY HWY FS (STEPS),50.0,0.0,Unknown
CENTER AVE OPP WAVERLY AVE,50.0,0.0,Unknown
N CHARLES ST AT KENN AVE,50.0,0.0,Perry South
N CHARLES ST AT NORWOOD AVE,190.0,0.0,Perry South
N CHARLES ST AT PERRYSVILLE AVE,240.0,0.0,Perry South
N CHARLES ST OPP LELAND ST,100.0,0.0,Perry South
N CHARLES ST OPP WILSON AVE,50.0,0.0,Perry South
CHATEAU ST AT JUNIATA ST,760.0,0.0,Manchester
CHESTNUT ST AT PROGRESS ST,190.0,0.0,North Shore
CHESTNUT ST AT PROGRESS ST FS,50.0,0.0,Troy Hill
CHESTNUT ST AT ZONA WAY,190.0,0.0,East Allegheny
CHESTNUT ST AT SUISMON ST,50.0,0.0,East Allegheny
COLBY ST AT FABER ST,240.0,0.0,Summer Hill
COLUMBUS AVE AT CHATEAU ST FS,290.0,0.0,Manchester
CORBET ST AT E 6TH AVE,100.0,0.0,Unknown
CORBETT CT AT CLUB JULIAN SPA,140.0,0.0,Unknown
CORBETT CT OPP TOWNE TOWERS NORTH,50.0,0.0,Unknown
CORBETT CT AT TOWNE TOWERS NORTH,50.0,0.0,Unknown
CUMBERLAND RD AT LANCELOT DR,50.0,0.0,Unknown
CUMBERLAND RD OPP LANCELOT DR,50.0,0.0,Unknown
EAST COMMONS AT EAST OHIO ST NS,480.0,0.0,Allegheny Center
EAST OHIO ST AT CEDAR AVE,240.0,0.0,East Allegheny
EAST OHIO ST AT CHESTNUT ST FS,240.0,0.0,East Allegheny
EAST OHIO ST AT GRANT AVE,1670.0,0.0,Unknown
EAST OHIO ST AT JAMES ST,950.0,0.0,East Allegheny
EAST OHIO ST AT MIDDLE ST,480.0,0.0,East Allegheny
EAST OHIO ST AT MIDDLE ST,480.0,0.0,East Allegheny
31ST ST BRIDGE RAMP AT RIALTO ST,100.0,0.0,Troy Hill
EAST OHIO ST OPP JAMES ST,380.0,0.0,East Allegheny
31ST ST BRIDGE RAMP AT 31ST ST BRIDGE,140.0,0.0,Troy Hill
EAST ST AT MILROY ST,50.0,0.0,Northview Heights
EAST ST OPP VENTURE ST,100.0,0.0,Summer Hill
EAST ST AT VENTURE ST FS,240.0,0.0,Perry North
EAST ST OPP HAZLETT ST,50.0,0.0,Northview Heights
EAST ST OPP MT PLEASANT RD,50.0,0.0,Northview Heights
EAST ST OPP LAREDA ST,50.0,0.0,Spring Hill-City View
E 5TH AVE AT ROSS ST,380.0,0.0,Unknown
E 6TH AVE AT LOCK ST,380.0,0.0,Unknown
EVERGREEN RD AT BAYTREE ST,140.0,0.0,Perry North
EVERGREEN AVE AT FRANKLIN ST,50.0,0.0,Unknown
EVERGREEN AVE AT FREDERICK ST,50.0,0.0,Unknown
EVERGREEN RD OPP BAYTREE ST,140.0,0.0,Summer Hill
EVERGREEN AVE OPP FRANKLIN ST,100.0,0.0,Unknown
FEDERAL ST AT ALPINE ST,100.0,0.0,Central Northside
FEDERAL ST AT HENDERSON ST,100.0,2.1609095440768717,Central Northside
NORTH COMMONS AT FEDERAL ST,140.0,6.618612699308932,Allegheny Center
FEDERAL ST AT NORTH AVE FS,430.0,43.52121812424976,Central Northside
FEDERAL ST AT SAMPSONIA WAY,430.0,13.45602981098845,Central Northside
FERGUSON RD AT MT ROYAL BLVD,900.0,0.0,Unknown
FERGUSON RD AT MT ROYAL BLVD FS,950.0,0.0,Unknown
FOREST AVE AT CAROLYN AVE FS,50.0,0.0,Unknown
FOREST AVE AT CENTER AVE FS,100.0,0.0,Unknown
FOREST AVE OPP CAROLYN AVE,50.0,0.0,Unknown
FOREST AVE OPP #550,100.0,0.0,Unknown
FREEPORT RD AT 3RD ST,50.0,0.0,Unknown
FREEPORT RD AT ALPHA DR (RIDC PARK),140.0,0.0,Unknown
FREEPORT RD AT ALPHA DR E,190.0,0.0,Unknown
FREEPORT ST AT BRIDGE ST,190.0,0.0,Unknown
FREEPORT RD AT BRILLIANT AVE,50.0,0.0,Unknown
FREEPORT ST AT BUTLER ST,100.0,0.0,Unknown
PITTSBURGH ST AT BUTLER ST,50.0,0.0,Unknown
FREEPORT RD AT CENTER AVE (BLAWNOX),50.0,0.0,Unknown
FREEPORT RD AT CENTER AVE (ASPINWALL),140.0,0.0,Unknown
FREEPORT RD AT CENTER AVE (BLAWNOX),50.0,0.0,Unknown
FREEPORT RD AT DELAFIELD AVE FS,330.0,0.0,Unknown
FREEPORT RD AT E OAK HILL RD,100.0,0.0,Unknown
FREEPORT RD AT ORIGINAL MATTRESS FACTORY,100.0,0.0,Unknown
FREEPORT RD AT BAILEY'S RUN RD,50.0,0.0,Unknown
FREEPORT RD AT FOX CHAPEL RD NS (PLAZA DRVWY),100.0,0.0,Unknown
PITTSBURGH ST AT HARTREY ST,100.0,0.0,Unknown
FREEPORT RD AT COMFORT INN,240.0,0.0,Unknown
FREEPORT RD AT HUMBOLDT ST,50.0,0.0,Unknown
FREEPORT RD AT #1372,100.0,0.0,Unknown
FREEPORT RD AT ALPHA DR W,50.0,0.0,Unknown
FREEPORT RD AT MAPLE AVE,50.0,0.0,Unknown
FREEPORT RD AT MCKINLEY AVE,140.0,0.0,Unknown
FREEPORT RD AT TARGET (HARMAR),190.0,0.0,Unknown
FREEPORT RD AT OLD FREEPORT RD (FOX CHAPEL RD,100.0,0.0,Unknown
FREEPORT RD AT PEARL AVE,50.0,0.0,Unknown
FREEPORT RD AT PRINCETON AVE,50.0,0.0,Unknown
FREEPORT RD AT #1150,50.0,0.0,Unknown
FREEPORT RD AT #2238,50.0,0.0,Unknown
FREEPORT RD AT SPRING HILL RD,50.0,0.0,Unknown
FREEPORT RD AT VALLEY MOTEL,100.0,0.0,Unknown
FREEPORT RD AT WESTERN AVE,430.0,0.0,Unknown
FREEPORT RD AT DOLLAR BANK FS (WATERWORKS),100.0,0.0,Lincoln-Lemington-Belmar
FREEPORT RD AT MAIN ENTRANCE (WATERWORKS),50.0,0.0,Lincoln-Lemington-Belmar
FREEPORT RD OPP 2ND ST FS,50.0,0.0,Unknown
FREEPORT RD OPP ALPHA DR (RIDC PARK),140.0,0.0,Unknown
FREEPORT RD OPP BRILLIANT AVE FS,380.0,0.0,Lincoln-Lemington-Belmar
FREEPORT RD OPP CENTER AVE,240.0,0.0,Unknown
FREEPORT RD OPP EASTERN AVE,190.0,0.0,Unknown
FREEPORT RD OPP HULTON BRIDGE NS,50.0,0.0,Unknown
FREEPORT RD OPP JEFFERSON AVE,50.0,0.0,Unknown
FREEPORT RD OPP ALPHA DR W,290.0,0.0,Unknown
FREEPORT RD OPP HWY RT 910 (WERNER CAMP),50.0,0.0,Unknown
FREEPORT RD OPP ORR AVE,50.0,0.0,Unknown
FREEPORT RD OPP PEARL AVE,50.0,0.0,Unknown
FREEPORT RD OPP #1050,710.0,0.0,Unknown
FREEPORT RD OPP #1150,50.0,0.0,Unknown
FREEPORT RD OPP ST MARGARET'S DR,430.0,0.0,Lincoln-Lemington-Belmar
FREEPORT RD AT #1050,190.0,0.0,Lincoln-Lemington-Belmar
FREEPORT RD OPP WESTERN AVE,430.0,0.0,Unknown
BRIGHTON RD AT GIANT EAGLE LOWER LOT,50.0,0.0,Unknown
GRANT AVE AT WILSON ST,50.0,0.0,Unknown
GRANT AVE OPP WILSON ST,50.0,0.0,Unknown
HENDERSON ST OPP SANDUSKY CT,50.0,0.0,Fineview
HILL ST AT LOCUST PL,100.0,0.0,Unknown
ROSS PARK AND RIDE AT SHELTER (MIDDLE UPPER LOT),100.0,0.0,Unknown
INDUSTRIAL BLVD AT KEY LINCOLN-MERCURY,190.0,0.0,Unknown
LINCOLN AVE AT BALPH AVE,620.0,0.0,Unknown
LINCOLN AVE AT BRIGHTON RD,240.0,0.0,Unknown
LINCOLN AVE AT BRYANT AVE FS,430.0,0.0,Unknown
LINCOLN AVE OPP FREMONT AVE NS,1100.0,0.0,Unknown
LINCOLN AVE OPP FREMONT AVE,1190.0,0.0,Unknown
LINCOLN AVE AT JACKSON AVE,860.0,0.0,Unknown
LINCOLN AVE AT JACKSON AVE,240.0,0.0,Unknown
LINCOLN AVE AT KENDALL AVE,290.0,0.0,Unknown
LINCOLN AVE AT SHERIDAN AVE,810.0,0.0,Unknown
LINCOLN AVE AT KESWICK AVE,100.0,0.0,Unknown
LINCOLN AVE AT STARR AVE,330.0,0.0,Unknown
LOWRIE ST AT FLECK ST,50.0,0.0,Troy Hill
